"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Album Release Date","Disc Number","Track Number","Track Duration (ms)","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:4fQMGlCawbTkH9yPPZ49kP","Green Onions","spotify:artist:2vDV0T8sxx2ENnKXds75e5","Booker T. & the M.G.'s","spotify:album:2aGFVLz0oQPa3uxCfq9lcU","Green Onions","1962","1","1","176333","false","69","spotify:user:sebastianelisapfeifer","2020-06-15T19:50:22Z","classic soul,funk,instrumental funk,instrumental soul,memphis soul,soul,southern soul","0.816","0.514","10","-8.741","1","0.0339","0.767","0.949","0.0899","0.912","136.837","4"
"spotify:track:7oVqbYLuql1XFKTpQQKn5s","Crosstown Traffic","spotify:artist:776Uo845nYHJpNaStv1Ds4","Jimi Hendrix","spotify:album:2vfiwvlxOBNBohRXfvlMtY","Experience Hendrix: The Best Of Jimi Hendrix","1997-09-16","1","7","139266","false","42","spotify:user:sebastianelisapfeifer","2020-06-15T19:50:29Z","acid rock,blues rock,classic rock,psychedelic rock,rock","0.482","0.96","0","-5.269","0","0.126","0.254","0.00000243","0.294","0.544","113.263","4"
"spotify:track:2uXkW8uJcOIhlbUatEPLPs","Have Love Will Travel","spotify:artist:2g3PKH7Z1Ofn5oGR6oDjLy","The Sonics","spotify:album:4vqaqoTEbNyeeSHJA6KpdM","Here Are the Sonics","1965","1","6","160400","false","59","spotify:user:sebastianelisapfeifer","2020-06-15T20:19:49Z","classic garage rock,freakbeat,garage rock,protopunk,psychedelic rock,punk,punk blues","0.506","0.948","10","-5.626","1","0.105","0.727","0","0.0904","0.934","130.195","4"
"spotify:track:3tRSuDox4xXPTEAmMrOVP1","The Knife - 2008 Remaster","spotify:artist:3CkvROUTQ6nRi9yQOcsB50","Genesis","spotify:album:7Jigl7PJCgN4mAODbJYkFT","R-Kive","2014-01-01","1","1","533451","false","17","spotify:user:sebastianelisapfeifer","2020-06-15T20:27:09Z","album rock,art rock,classic rock,mellow gold,progressive rock,rock,soft rock,symphonic rock","0.221","0.759","1","-9.157","1","0.11","0.00407","0.00933","0.192","0.289","78.31","4"
"spotify:track:3bxZsAbXwPNBX4I7b36XRm","Whiskey, Mystics and Men - Version #1, Recorded at Elektra Studios, 1970","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:4wsbOwqXuuYw8c32ZGvGj5","Behind Closed Doors - The Rarities","2013-05-03","1","12","148600","false","28","spotify:user:sebastianelisapfeifer","2020-06-20T12:44:19Z","acid rock,classic rock,psychedelic rock,rock","0.623","0.435","4","-15.419","1","0.056","0.8","0","0.182","0.597","78.941","3"
"spotify:track:1OpR9EQzm0bCVNNlMVE7yW","Just Another Empty Dream","spotify:artist:0AFVYhgHSbn9LBIDPU6dTQ","Sweet Smoke","spotify:album:4TvspgPQpOYUlNDC1GFbIJ","Just A Poke / Darkness To Light","2000","1","3","264040","false","24","spotify:user:sebastianelisapfeifer","2020-08-12T16:36:49Z","jazz rock","0.531","0.406","0","-8.381","1","0.0529","0.412","0.0000273","0.13","0.143","104.441","4"
"spotify:track:5XTdMVT5i5qcfyTXWxhxVZ","Ghost Song","spotify:artist:1QB4oo4JbSRdxNyidIuD0W, spotify:artist:22WZ7M8sxp5THdruNY3gXt","Jim Morrison, The Doors","spotify:album:7qj6lZyChZxDGAqzTArHHQ","An American Prayer","1978","1","2","170666","false","58","spotify:user:sebastianelisapfeifer","2020-10-12T16:52:04Z","classic rock,psychedelic rock,rock,acid rock,classic rock,psychedelic rock,rock","0.764","0.48","0","-13.63","1","0.0819","0.416","0.316","0.107","0.705","110.175","4"
"spotify:track:4r5RuewIFh4Qjsmdist19o","Then Came the Last Days of May","spotify:artist:00tVTdpEhQQw1bqdu8RCx2","Blue Öyster Cult","spotify:album:3mWnorNCr0j7cdMQ8rVJtV","Blue Öyster Cult","1972","1","3","210973","false","0","spotify:user:sebastianelisapfeifer","2020-11-08T22:04:53Z","album rock,art rock,blues rock,classic rock,hard rock,metal,rock,soft rock","0.38","0.541","9","-12.989","0","0.0447","0.426","0.0325","0.205","0.43","148.465","4"
"spotify:track:4WFVX3E568hdAixIj3U222","Strange Days","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:6v5IVMmY1IvWtbfnQoiFSf","Strange Days","1967-09-25","1","1","186560","false","55","spotify:user:sebastianelisapfeifer","2020-11-15T14:27:10Z","acid rock,classic rock,psychedelic rock,rock","0.411","0.763","9","-6.738","0","0.0541","0.199","0.00447","0.329","0.462","121.57","4"
"spotify:track:3JRoZqOoTuQu6pI1prK7QC","Ghost Dance","spotify:artist:0vYkHhJ48Bs3jWcvZXvOrP","Patti Smith","spotify:album:1p6cWoueuunhpgy6131zAd","Easter","1978","1","4","283400","false","39","spotify:user:sebastianelisapfeifer","2020-11-28T22:37:25Z","art punk,art rock,dance rock,folk rock,permanent wave,protopunk,rock","0.5","0.54","7","-9.532","1","0.0297","0.648","0","0.122","0.815","98.009","4"
"spotify:track:14XWXWv5FoCbFzLksawpEe","Riders on the Storm","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:7IKUTIc9UWuVngyGPtqNHS","L.A. Woman","1971-04-19","1","10","434720","false","76","spotify:user:sebastianelisapfeifer","2020-12-20T22:37:20Z","acid rock,classic rock,psychedelic rock,rock","0.549","0.722","11","-11.729","0","0.0283","0.25","0.0138","0.11","0.716","103.885","4"
"spotify:track:7AQZHuGZRZf2p821Frqojd","The End - Live","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:7teTxSPnJrpRoi7BxJ9qTC","American Nights - In Concert","1991-05-17","2","11","942493","false","29","spotify:user:sebastianelisapfeifer","2020-12-24T22:05:22Z","acid rock,classic rock,psychedelic rock,rock","0.352","0.245","9","-18.849","0","0.0396","0.073","0.0104","0.984","0.182","122.198","4"
"spotify:track:3ET8TZWF5sP4SPfJK1lKun","Strange Brew","spotify:artist:74oJ4qxwOZvX6oSsu1DGnw","Cream","spotify:album:6fRqzJT070Kp9RWlSXmKcY","Disraeli Gears","1967-11-02","1","1","166600","false","56","spotify:user:sebastianelisapfeifer","2020-12-25T13:16:51Z","album rock,art rock,blues rock,classic rock,folk rock,hard rock,psychedelic rock,rock,roots rock,supergroup","0.62","0.398","2","-15.676","1","0.0303","0.556","0.00000691","0.273","0.677","106.265","4"
"spotify:track:0MRs5O62wfDgf5cQKalrPq","Pictures of Matchstick Men - Mono Version","spotify:artist:4gIdjgLlvgEOz7MexDZzpM","Status Quo","spotify:album:6GjmCt1jb9IiOTw106Xa4W","Picturesque Matchstickable Messages from the Status Quo","1968-09-27","1","12","190600","false","54","spotify:user:sebastianelisapfeifer","2020-12-25T13:17:06Z","album rock,blues rock,british blues,classic rock,classic uk pop,glam rock,hard rock,rock","0.241","0.604","7","-3.817","1","0.0313","0.0672","0.0000498","0.0541","0.417","173.134","4"
"spotify:track:5kNbpvJ5b6R9Zqfm6c9sIX","Strict Machine","spotify:artist:5BKsn7SCN2XmbF7apdCpRS","Goldfrapp","spotify:album:65BnZsIXnhBeBReAHAaF6V","Black Cherry","2003-04-28","1","8","231453","false","56","spotify:user:sebastianelisapfeifer","2020-12-25T13:43:24Z","alternative dance,art pop,big beat,chamber psych,dance pop,dance-punk,electronica,electropop,neo-synthpop,new rave,new wave pop,pop rock,trip hop","0.634","0.59","6","-7.66","1","0.0294","0.0248","0.16","0.112","0.45","125.998","4"
"spotify:track:6nyuIyl9Egt0fb7O5AqGmf","Death and Beyond","spotify:artist:6gXQ857xw6Eb1v5MxCngFj","My Brother The Wind","spotify:album:5V7G7PWJ0tzFGQr4JRqf4N","Twilight in the Crystal Cabinet","2010-06-21","1","6","1007173","false","9","spotify:user:sebastianelisapfeifer","2020-12-25T13:45:26Z","deep space rock,space rock,swedish psychedelic rock","0.289","0.829","4","-8.938","0","0.0547","0.00651","0.852","0.109","0.124","107.746","4"
"spotify:track:4j2bQkwIEO7QzAdjJ4txVm","Another Brick In The Wall, Pt. 1 - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6WaIQHxEHtZL0RZ62AuY0g","The Wall (Remastered)","1979-11-30","1","3","192145","false","57","spotify:user:sebastianelisapfeifer","2020-12-25T14:10:15Z","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock","0.617","0.0457","0","-26.401","1","0.0344","0.937","0.641","0.0991","0.0967","99.48","4"
"spotify:track:6ASehhdN08JbXzDJmMrogn","The Happiest Days Of Our Lives - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6WaIQHxEHtZL0RZ62AuY0g","The Wall (Remastered)","1979-11-30","1","4","110826","false","56","spotify:user:sebastianelisapfeifer","2020-12-25T14:10:15Z","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock","0.741","0.231","9","-18.91","0","0.0415","0.551","0.747","0.249","0.547","103.994","4"
"spotify:track:7rPzEczIS574IgPaiPieS3","Another Brick In The Wall, Pt. 2 - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6WaIQHxEHtZL0RZ62AuY0g","The Wall (Remastered)","1979-11-30","1","5","238746","false","73","spotify:user:sebastianelisapfeifer","2020-12-25T14:10:15Z","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock","0.694","0.394","0","-15.881","1","0.0428","0.0781","0.000677","0.247","0.719","104.126","4"
"spotify:track:3Od5XBElZqm5N6rr86LS5r","Rain","spotify:artist:49DW3KvkyjHO35mK1JnSyS","The Cult","spotify:album:2hallpchkYldMa5lGGf1Ko","Love","1985-10-18","1","5","236466","false","56","spotify:user:sebastianelisapfeifer","2020-12-26T14:53:32Z","album rock,alternative rock,classic rock,dance rock,glam metal,hard rock,metal,rock","0.561","0.845","0","-6.981","1","0.0328","0.000648","0.823","0.347","0.605","122.731","4"
"spotify:track:55ZL7fjGAWfClmpnsK6Xon","No Quarter - Remaster","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","spotify:album:4wExFfncaUIqSgoxnqa3Eh","Mothership","2007","2","4","422680","false","55","spotify:user:sebastianelisapfeifer","2020-12-30T15:01:07Z","album rock,classic rock,hard rock,rock","0.336","0.339","11","-14.237","1","0.0397","0.724","0.608","0.126","0.0768","139.869","4"
"spotify:track:5UgT7w6zVZjP3oyawMzbiK","The End","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:1jWmEhn3ggaL6isoyLfwBn","The Doors","1967-01-04","1","11","703373","true","63","spotify:user:sebastianelisapfeifer","2020-12-30T23:25:47Z","acid rock,classic rock,psychedelic rock,rock","0.347","0.302","0","-12.104","1","0.0291","0.163","0.0000917","0.14","0.0332","105.702","4"
"spotify:track:2Vim06YsRb4uJRpbeq6NR6","Hush - 1998 Remaster","spotify:artist:568ZhdwyaiCyOGJRtNYhWf","Deep Purple","spotify:album:5qxy4Qf0ug4rV9YVYGQRn2","Shades of Deep Purple","1968-07-01","1","2","266840","false","62","spotify:user:sebastianelisapfeifer","2020-12-30T23:26:45Z","album rock,blues rock,classic rock,hard rock,metal,rock","0.57","0.635","10","-10.231","1","0.0482","0.00459","0.176","0.0901","0.196","108.431","4"
"spotify:track:47atuTch0AN7NvP9vp42a5","Ramble Tamble","spotify:artist:3IYUhFvPQItj6xySrBmZkd","Creedence Clearwater Revival","spotify:album:4GLxEXWI3JiRKp6H7bfTIK","Cosmo's Factory","1970-07-25","1","1","431226","false","52","spotify:user:sebastianelisapfeifer","2020-12-30T23:27:57Z","classic rock,country rock,rock,roots rock,southern rock,swamp rock","0.347","0.8","7","-6.651","1","0.0294","0.00147","0.769","0.0975","0.66","103.725","4"
"spotify:track:3rFAKoUoTUtREl0ob24L4h","A Song for Jeffrey - Mono","spotify:artist:6w6z8m4WXX7Tub4Rb6Lu7R","Jethro Tull","spotify:album:4xOhK9LXV4Kz4VI1N7lOSO","Living in the Past","1972","1","1","204640","false","46","spotify:user:sebastianelisapfeifer","2020-12-30T23:29:46Z","album rock,art rock,blues rock,classic rock,folk rock,hard rock,progressive rock,psychedelic rock,rock,symphonic rock","0.525","0.524","0","-14.478","1","0.0961","0.0782","0.341","0.094","0.858","93.431","4"
"spotify:track:29engDqjmMr3VLqMm0c0WE","Venus In Furs","spotify:artist:1nJvji2KIlWSseXRSlNYsC, spotify:artist:0IwlY33zbBXN7zlS9DP2Cj","The Velvet Underground, Nico","spotify:album:4xwx0x7k6c5VuThz5qVqmV","The Velvet Underground & Nico 45th Anniversary","1967-03-12","1","4","312253","false","59","spotify:user:sebastianelisapfeifer","2020-12-30T23:30:06Z","art rock,classic rock,folk rock,melancholia,permanent wave,protopunk,psychedelic rock,rock,alternative rock,art pop,art rock,experimental,folk rock,melancholia,post-punk,psychedelic rock","0.225","0.618","8","-9.922","0","0.0331","0.00137","0.616","0.079","0.567","144.724","4"
"spotify:track:6TQ4DgGhK4if6DNVpyi8V4","Rumble","spotify:artist:2vQavlZtDA660mnZotYIto","Link Wray","spotify:album:63iLkehxYs1QWMAloQq1nt","Link Wray","2013","1","1","145920","false","57","spotify:user:sebastianelisapfeifer","2020-12-30T23:30:45Z","cosmic american,folk rock,funk,native american,punk blues,rock-and-roll,rockabilly,surf music","0.551","0.617","9","-9.842","1","0.0339","0.264","0.000784","0.4","0.63","85.145","4"
"spotify:track:2mKY3LWyyLYgz3aFsHQk83","Tales Of Brave Ulysses","spotify:artist:74oJ4qxwOZvX6oSsu1DGnw","Cream","spotify:album:6fRqzJT070Kp9RWlSXmKcY","Disraeli Gears","1967-11-02","1","6","166360","false","48","spotify:user:sebastianelisapfeifer","2020-12-30T23:31:55Z","album rock,art rock,blues rock,classic rock,folk rock,hard rock,psychedelic rock,rock,roots rock,supergroup","0.523","0.411","0","-13.371","0","0.0749","0.0637","0.00000128","0.047","0.277","105.659","4"
"spotify:track:74CcP6fDBFdH8Xjo2F6Nb4","Gimme Danger - Bowie Mix","spotify:artist:4BFMTELQyWJU1SwqcXMBm3","The Stooges","spotify:album:6vHqopioDuXtXTDoJhQZls","Raw Power (Legacy Edition)","1973","1","2","209093","false","45","spotify:user:sebastianelisapfeifer","2020-12-30T23:32:23Z","alternative rock,classic rock,dance rock,folk rock,garage rock,permanent wave,post-punk,protopunk,psychedelic rock,punk,punk blues,rock","0.455","0.588","3","-12.238","0","0.0489","0.00461","0.549","0.131","0.348","131.857","4"
"spotify:track:059LGQd42y87hQMHQyJGSU","You Keep Me Hangin' On","spotify:artist:0vIMq3W8V63uR4Ymgm2pF1","Vanilla Fudge","spotify:album:3ukG6N2bcBgq2WT8ZbfoVI","You Keep Me Hanging On","2004-11-30","1","1","179573","false","54","spotify:user:sebastianelisapfeifer","2020-12-30T23:33:24Z","acid rock,blues rock,classic garage rock,folk rock,psychedelic rock","0.206","0.7","4","-9.682","0","0.0469","0.0172","0.00582","0.228","0.317","172.338","3"
"spotify:track:0xhVxLNOJiNSzpL1URoOvv","Daydream Nightmare","spotify:artist:3wNX7r7t4Vaahrx9XzyYIY, spotify:artist:2ukLYCAJW8XDlyobhmWQ8x","Grace Slick, The Great Society","spotify:album:7G0BEsYy9kz4Xm2NIeSiyI","Pure... Psychedelic Rock","2013-03-22","4","16","274653","false","5","spotify:user:sebastianelisapfeifer","2021-01-02T00:40:37Z","psychedelic rock,psychedelic rock","0.356","0.228","9","-13.255","0","0.039","0.575","0.00238","0.178","0.392","205.136","4"
"spotify:track:4FMAAX7XafzTPYSNBYc16p","Marina","spotify:artist:4CL0ezfJvQDkDmjMG7XrV0","Sleepy Sun","spotify:album:4p0VY8aORNcSS8i7sXZUkE","Fever","2010-05-17","1","1","383506","false","0","spotify:user:sebastianelisapfeifer","2021-01-02T00:41:30Z","neo-psychedelic,space rock","0.427","0.494","11","-10.911","1","0.0415","0.0577","0.276","0.127","0.361","117.137","4"
"spotify:track:4MSGvOyqjifxU0TtDxhQil","Shaman's Blues","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:75bLu4Ung5QbMdJYxx7wTI","The Soft Parade","1969-07-21","1","3","287600","false","42","spotify:user:sebastianelisapfeifer","2021-01-02T00:43:48Z","acid rock,classic rock,psychedelic rock,rock","0.524","0.412","5","-14.537","1","0.0283","0.335","0.000454","0.0964","0.734","145.642","3"
"spotify:track:6KVM6U9Wcxgjh0jDjoRDgh","Waiting for the Sun","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:6AFLOkpJjFF652jevcSOZX","Morrison Hotel","1970-02-09","1","2","238626","false","55","spotify:user:sebastianelisapfeifer","2021-01-02T00:43:53Z","acid rock,classic rock,psychedelic rock,rock","0.554","0.512","9","-7.6","0","0.0237","0.0836","0.000332","0.103","0.236","89.296","4"
"spotify:track:1SDiiE3v2z89VxC3aVRKHQ","Since I've Been Loving You - Remaster","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","spotify:album:6P5QHz4XtxOmS5EuiGIPut","Led Zeppelin III (Remaster)","1970","1","4","444148","false","64","spotify:user:sebastianelisapfeifer","2021-01-03T18:50:59Z","album rock,classic rock,hard rock,rock","0.393","0.364","5","-10.945","0","0.0345","0.0021","0.0703","0.121","0.308","118.566","3"
"spotify:track:6Gyk7ZHfFWo3d8U7poUEPs","Blue Jean Blues - 2005 Remaster","spotify:artist:2AM4ilv6UzW0uMRuqKtDgN","ZZ Top","spotify:album:4krv5xmTGdK9LhWINUkVgO","Fandango! (Expanded 2006 Remaster)","1975-04-18","1","5","282626","false","55","spotify:user:sebastianelisapfeifer","2021-01-03T18:51:22Z","album rock,blues rock,classic rock,country rock,hard rock,rock","0.648","0.242","11","-11.319","0","0.0399","0.577","0.0124","0.104","0.294","130.885","3"
"spotify:track:6xCy0YfuaplQ6owztn6D6b","I'm Gonna Move Right In","spotify:artist:1nJvji2KIlWSseXRSlNYsC","The Velvet Underground","spotify:album:6QF1XM0ZbHCwn8fnmLTtrv","Another View","1986-09-01","1","2","388960","false","43","spotify:user:sebastianelisapfeifer","2021-01-03T18:54:56Z","art rock,classic rock,folk rock,melancholia,permanent wave,protopunk,psychedelic rock,rock","0.355","0.283","9","-22.324","0","0.0738","0.647","0.826","0.106","0.442","81.917","4"
"spotify:track:587bVBCHYW5Q2VNRLig4AS","Born On The Bayou","spotify:artist:3IYUhFvPQItj6xySrBmZkd","Creedence Clearwater Revival","spotify:album:5pCRW9AT4BgoMOS52pRoJq","Bayou Country (40th Anniversary Edition)","1969-01-05","1","1","315200","false","63","spotify:user:sebastianelisapfeifer","2021-01-03T18:56:07Z","classic rock,country rock,rock,roots rock,southern rock,swamp rock","0.656","0.601","9","-7.734","1","0.0389","0.0553","0.0667","0.0974","0.576","117.296","4"
